 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89
胃毛七穴之一穴 0.054195445 -0.19388407 0.21590939 -0.45312825 -0.13963717 -0.11380283 0.18234684 0.032427024 0.19324559 0.2529487 -0.24021673 0.2113234 0.027459694 0.036129612 -0.047470473 0.18241474 -0.06894205 -0.0839081 -0.10487989 -0.81763667 0.11027864 -1.7302108 0.10104377 -0.16898443 0.5695854 0.01752762 0.1015027 0.3405086 -0.3190469 -0.061995517 0.03465858 -0.037030943 -0.20356119 -0.16467917 0.30451915 0.12711003 0.061995782 0.17810096 -0.13475616 0.17710792 -0.20800486 -0.12251748 -0.36281332 -0.116886325 0.08373561 -0.4357407 -0.2325837 0.22111477 0.21296203 0.6816156 -0.70088047 -0.444234 -0.44161922 0.18943188 0.36439294 0.22329067 -0.038269922 -0.81763476 0.5082224 0.15875812 0.25019968 0.049588084 -0.108691856 -0.13559604 -0.2523633 -0.19377595 -0.3256948 0.02882041 0.0032776035 -0.26165906 0.25308824 0.05763052 0.20001754 -1.8967376 0.4068606 -0.19880347 0.073957756 0.14549881 0.4674771 -0.15231569 -0.012731305 0.4347492 0.48047727 0.49591365 0.14893581 -0.10586061 -0.2733373 0.1939049 -0.20385262 0.16767068
羊毛痧 0.30555132 -0.61135364 -0.105716854 -0.6502959 0.10181859 -0.5692885 -1.6854259 -0.227353 0.24368362 0.15869838 0.04195255 -0.36048886 0.14775738 -0.17059271 -0.03374135 -1.6858226 -0.068598874 -0.22476691 -0.27242777 0.16834834 1.2765654 0.63127345 0.17134795 0.02956466 0.37050274 -0.16235387 -0.020988805 0.34979486 -0.6937242 -0.015835103 0.31925055 -0.25055155 -0.36365917 0.021997644 0.5295223 0.22634792 0.05010812 -0.033977 0.12975445 0.35785386 0.058157846 0.023339018 -0.39729264 -0.3182232 0.52668595 -0.23629321 -0.24172266 0.1784787 -0.4099807 0.7091275 -0.16437742 -0.544476 -0.66695887 0.44341496 0.31457365 0.20382573 -0.14701083 0.16834933 0.3795776 0.15817197 -0.32101598 0.03228379 0.34488937 -0.20257886 -0.28561434 1.676601 -0.13556542 -0.0051735467 0.083113536 -0.4042555 0.05458468 0.24574704 -0.050523568 0.57521594 0.05582004 0.049130663 -0.022591945 -0.02328504 0.6784027 -0.22592945 0.31338724 0.6082329 0.5166075 0.5784267 0.024637735 -0.22175801 -0.6219611 -1.6886177 0.056038916 0.035711925
胃毛七穴之二穴 0.059210103 -0.26327467 0.2221547 -0.23785338 -0.08651926 -0.39241737 0.14349714 -0.2774653 0.20511171 -0.023202552 0.14233658 0.043665424 0.376258 0.18030576 0.3179421 0.14319286 -0.3566885 0.017693631 -0.23955372 -0.33911514 -0.09619421 -1.6814568 -0.019681342 0.20952648 0.109498814 0.08181303 0.048730724 0.36934936 -0.47792578 0.054885615 -0.12192729 -0.37309363 -0.07277864 -0.26534578 0.25229606 0.014910944 -0.10084698 -0.19752687 0.08995124 0.2118606 0.15954025 -0.1457512 -0.42848897 0.048805684 0.1477245 -0.04975899 -0.08185645 0.104948394 -0.18863672 0.35037684 -0.1793197 -0.19528912 -0.5358658 0.26403055 0.0943465 0.028856808 -0.13462994 -0.33911252 0.53509086 0.07056448 -0.08628769 -0.09903928 0.17921014 -0.26854685 -0.3099249 -0.15178668 -0.20459236 -0.25879583 0.18957245 -0.20333196 0.20189476 0.18830633 -0.16444068 -1.8531436 0.27230644 0.16542093 -0.099550955 -0.23920688 0.04198248 -0.22677256 0.020226186 0.29897964 0.4564649 0.43729421 -0.025755016 -0.005361877 -0.20743467 0.14805812 0.15487303 0.012948165
胃毛七穴之三穴 0.009961853 -0.116224706 0.050992414 -0.4865135 -0.27995265 -0.51663864 0.14551918 -0.28939837 0.20256603 0.16645262 -0.20705502 0.16759798 0.07546216 0.086785145 -0.16853198 0.14543529 -0.14441174 0.10392 -0.38040534 -0.7610963 -0.03767081 -1.9555198 0.05209173 -0.17265806 0.40615344 -0.0069572753 0.5664433 0.32191524 -0.5311937 -0.12718758 -0.03380381 -0.08177862 -0.27163416 0.08237264 0.12613547 0.033393335 -0.0765432 0.16418207 0.014988031 0.04274022 -0.1359853 -0.16478242 -0.23798497 -0.06266673 0.1715778 -0.38253528 -0.36572427 -0.19372563 -0.13855068 0.41745505 -0.38995203 -0.50222754 -0.30449003 -0.081900656 0.110332675 0.16831489 -0.37811786 -0.7610924 0.27787215 0.019465296 -0.090270944 -0.029296711 0.025271634 -0.14543022 -0.422292 -0.14792848 -0.26886222 0.109377496 -0.25820723 -0.18502524 0.19077156 0.06893021 0.1414243 -2.2861276 0.28354335 -0.14124651 0.079399765 0.18979044 0.4615315 -0.06632115 0.08557664 0.4290233 0.41611555 0.39309022 -0.3015625 -0.027748961 -0.45896605 0.14640145 -0.13427573 0.075066805
胃毛七穴之四穴（左邊） 0.2801405 -0.62015265 0.19206758 -0.5147965 0.014703075 -0.25972736 0.2833136 0.17484616 0.40870628 -0.22734813 -0.020781355 -0.09862305 -0.17800415 0.013002048 0.007861802 0.28337285 -0.66703504 -0.30577362 -0.22057384 -0.7599605 -0.001005633 -1.9079741 0.35636112 -0.25806177 0.11545391 -0.15363066 0.2582695 0.1846045 -0.5108729 -0.062384035 -0.098870255 -0.45848292 -0.40182525 -0.21355884 0.2672323 0.2574227 -0.048276052 0.2616354 0.18699476 -0.08971591 -0.25799826 0.1390015 -0.23471351 -0.26064968 0.38086963 -0.24807525 -0.30999056 0.20149757 -0.41948953 0.43593788 -0.3454413 -0.6197182 -0.44477874 0.22735365 -0.12084504 0.22859493 -0.060664978 -0.75995946 0.2913598 0.009996012 -0.03651453 -0.05139851 0.10604186 -0.24910273 -0.109505706 -0.2630628 0.20688945 0.19492632 -0.067378715 -0.32776567 0.5951064 0.1072042 0.2619553 -2.1821258 0.13567246 -0.26224488 -0.18259603 0.24613301 0.55356544 -0.22836885 0.34142074 0.5279964 0.5264564 0.4406289 -0.5135143 0.06617858 -0.5643222 0.2632956 -0.25836664 0.15460128
胃毛七穴之五穴（右邊） 0.17819497 0.092508815 0.056436185 -0.14365636 -0.16925862 -0.14111519 0.21343349 0.08806809 0.084156625 0.07059974 -0.19344057 0.033117115 -0.3085271 0.17635563 -0.0956246 0.21332605 -0.37490192 -0.12117264 -0.015343902 -0.8231479 -0.15833518 -1.8134844 0.23635659 -0.25558862 0.13282526 -0.29366094 0.1683881 0.23336768 -0.35457316 -0.2936408 0.21194294 -0.50716156 -0.3027747 -0.1385059 0.32978937 0.24942015 -0.08437792 0.25278002 -0.056391273 0.048320014 -0.22921225 -0.09336416 -0.29303712 -0.38248163 0.29970533 -0.3498871 -0.20186268 -0.025563706 -0.07518226 0.53125983 -0.58907056 -0.57419336 -0.08997271 0.32219735 0.07830513 0.3265045 0.10906401 -0.82314456 0.40948847 -0.087813094 0.045151986 0.12562078 -0.17443477 -0.2762699 -0.5811673 -0.21905828 0.18657047 0.4623484 0.010168437 -0.35050917 0.10869603 0.12763868 0.24321996 -2.0687428 0.21738145 -0.24566156 -0.27558607 0.26354876 0.10674699 -0.09286466 0.10321215 0.59973687 0.31226155 0.35241365 -0.09722823 -0.12037933 -0.32651854 0.21730845 -0.24079219 0.040769458
胃毛七穴之六穴（左邊） 0.18381624 -0.29178122 0.0012475807 -0.3724733 -0.17859086 -0.20577477 0.16799352 -0.011306494 0.14520362 0.12003754 -0.13110924 -0.105991274 0.113093555 0.2016484 0.060158774 0.1678053 -0.05041231 -0.05748217 -0.24985686 -0.8085522 -0.0970739 -1.888454 0.16167912 -0.25183102 0.17634359 0.031191897 0.4556199 0.22670992 -0.52053005 -0.22576387 -0.17231795 -0.31029454 -0.24376632 -0.00972893 0.4784963 0.08249345 -0.24558507 0.25659534 0.06299887 -0.00048347915 -0.27913374 -0.1590757 -0.34015167 -0.117268376 0.06863678 -0.017906182 -0.40246603 0.24428473 0.108965084 0.36977023 -0.20902103 -0.4428921 -0.26077676 0.29360023 0.36321527 0.38778353 0.1131445 -0.80855054 0.39577532 0.12689929 0.028115248 0.16423416 -0.21019709 -0.024282478 -0.40539867 -0.15727347 -0.44524115 0.126892 0.17657375 -0.09311509 0.06530165 -0.20947127 0.2719819 -2.2146428 0.23988596 -0.27042127 -0.33517918 0.24116227 0.5755358 -0.028630814 0.19205457 0.3687698 0.37510473 0.2883956 -0.24671693 0.04899512 -0.2785236 0.15359789 -0.27345428 0.05677153
胃毛七穴之七穴（右邊） 0.5248293 -0.106709756 -0.13316266 -0.18752067 -0.41064817 -0.4966998 0.078289606 0.049928233 0.1958834 -0.056992233 -0.2648691 -0.19952007 -0.042164635 0.00012425125 -0.151504 0.078159966 -0.041891124 0.006295872 -0.15101254 -0.72398895 -0.09632502 -1.7730765 0.4657884 -0.26591673 0.52950454 -0.20702176 0.41921273 0.3171429 -0.27964285 -0.3448632 0.07148846 -0.3682647 -0.47663483 0.031923253 0.32457656 -0.37568793 -0.0016573073 0.25643426 -0.13405876 -0.09492729 -0.23275056 -0.20397972 -0.2951625 -0.22047178 0.20520182 -0.31666642 -0.31368184 0.1391063 -0.11455581 0.628634 -0.09541192 -0.74838334 -0.517505 0.42724925 -0.10797632 0.33965996 0.11374773 -0.72398525 0.62715155 0.12841229 0.15398069 0.44554752 0.10483885 -0.07187105 -0.36818543 -0.088781506 0.21473469 0.13756733 -0.039965242 -0.30172944 0.015989326 0.02249015 0.23537585 -2.1227522 0.13345116 -0.23519123 0.08396254 0.28703073 0.5787417 0.18102407 0.1631271 0.55734384 0.3995221 0.5753416 0.054266877 -0.051251862 -0.4254903 0.086238146 -0.23057123 -0.14962119
腑巢二十三穴之一穴 0.32123956 -0.14918646 -0.012325904 -0.08245706 0.28548715 -0.124386445 0.17140925 0.38457343 -0.1100151 -0.0021536078 0.2003255 0.073269516 0.08937312 0.22729586 0.10675983 0.17122394 -0.10561719 0.15607053 -0.09134043 -0.60739183 -0.0002804902 -1.5465726 0.16166908 -0.37025395 -0.043396104 -0.07635556 -0.16478233 0.310957 -0.022669492 0.07557677 0.094123416 -0.6921122 -0.38169315 0.28587633 0.3066772 0.286269 -0.16356869 0.3662553 -0.26852587 -0.6006297 -0.2783796 0.102696024 -0.24354355 -0.2092055 0.18009533 -0.33105248 -0.7532674 0.235723 -0.36568046 0.26461554 -0.0033530619 -0.26033202 0.6003257 0.25513053 0.4343532 -0.059335176 -0.5988371 -0.60739 0.42963052 -0.099789634 0.17897862 0.17753136 -0.026382169 0.3633727 0.12350549 -0.16906404 -0.013518169 0.120212324 -0.028377568 -0.05396188 -0.25742406 -0.14394064 0.33837813 -2.3212197 0.27873358 -0.34834352 -0.078276984 0.3720141 -0.010977761 0.4706717 -0.08862226 -0.2814738 -0.2822832 -0.11760057 -0.08962955 0.028451527 0.29280296 0.16684383 -0.33354786 -0.18375959
絞腸痧 0.28416052 -0.4405322 0.039514747 0.036083788 0.54987925 0.16957614 -1.384836 0.9387525 -0.38409552 -0.13139397 1.0223716 -0.12135122 -0.07043453 -0.11493945 0.044614002 -1.3849882 0.29536954 0.37917787 -0.045582145 0.9750148 1.4163086 1.1576291 0.1071788 -0.04401521 0.10064357 0.013720498 -0.3852765 0.5923469 0.60042995 0.7128605 0.13846855 -0.67954916 -0.7532229 0.20204303 0.8184902 -0.11957391 -0.33305278 0.019713677 -0.49430668 -1.1054866 0.25330332 0.045364965 -0.9957118 -0.6063384 0.20455793 -0.42347866 -1.096828 -0.026507143 -0.37979522 -0.007185678 -0.52553976 -0.21148056 0.97788644 0.5343326 0.52702934 -0.21869132 -0.88952327 0.97501355 0.8194244 0.18151419 -0.036013488 0.15179048 0.38309085 0.809359 -0.018279748 1.331639 -0.40283212 0.2484732 0.56275094 0.12267333 0.29602736 0.025819601 -0.09175072 0.45617265 0.09756987 0.059396345 -0.18292971 0.07652434 -0.35701704 0.9002248 -0.07970872 -0.7186419 -0.0041698636 0.104601786 -0.5448697 -0.16930941 1.2101539 -1.3413447 0.107767425 -0.17774214
腑巢二十三穴之二穴 0.34421363 -0.21828105 0.17697863 -0.3882952 0.23305152 -0.0484732 0.12490937 0.6314298 -0.06388099 -0.17858173 0.06092347 -0.12099791 -0.2545332 0.2777126 0.0322821 0.124688774 0.27220774 0.27047145 0.18981232 -0.7048886 0.40383324 -1.8833452 -0.1120756 -0.36717078 0.06638663 0.0020138954 -0.16027977 0.51942515 -0.06667759 0.13160235 0.23938121 -0.5869051 -0.47916517 0.32585236 0.2702429 -0.012946258 -0.3714662 0.36674872 -0.6226139 -0.80894583 -0.2658347 -0.15588482 -0.5074923 -0.14565192 -0.27159214 -0.4195158 -0.85769504 0.120998025 -0.3484113 0.1674189 -0.19610623 -0.28720015 0.4576565 0.2613355 0.15584463 -0.2998604 -0.6171907 -0.70488787 0.21611483 -0.20470674 0.043808866 -0.03320413 0.028434439 0.43262917 -0.021008614 -0.1329963 0.06022913 -0.093901396 0.13792618 0.34190804 0.097283676 0.026298972 0.34079534 -2.74785 0.6260522 -0.35363755 -0.10845501 0.35126027 0.2453544 0.76048374 -0.015963743 -0.09807384 0.22662853 0.13782322 -0.6531296 0.10661399 0.1635916 0.1295288 -0.33952358 -0.28541845
腑巢二十三穴之三穴 0.3276818 -0.44971463 0.026546996 -0.22362083 0.2345662 -0.09501097 0.24929383 0.81923586 -0.1862371 0.10028972 -0.06111019 0.048453525 0.0041981 -0.2118026 0.13877466 0.24919711 0.108706735 0.034391113 0.09551326 -0.8041627 0.2751943 -2.0533748 -0.040995922 -0.54871714 -0.054287992 0.1948781 0.004438178 0.3928226 -0.09256425 0.12359826 0.024966825 -0.5985058 -0.42927736 -0.19182503 0.33432844 -0.14040665 -0.21865857 0.5453935 -0.39833426 -1.0706615 -0.4503571 -0.3674373 -0.5238424 -0.2233463 -0.03444298 -0.5761927 -0.9857985 -0.12461654 -0.039316885 0.20675245 -0.34057054 -0.5799823 0.59491324 0.30603307 0.34076405 -0.10449867 -0.5323878 -0.8041609 0.55344045 0.3123002 -0.0448419 0.08522441 0.22662021 0.69540405 -0.18528748 -0.26331607 0.067435995 -0.045632564 0.32200807 0.22374094 -0.001075602 -0.03393407 0.5052936 -2.6980436 0.56032073 -0.5156012 -0.19291645 0.53742564 -0.20206982 0.68189067 0.14701824 -0.303633 0.20357431 -0.08405149 -0.42363602 -0.16447282 0.20193277 0.26181796 -0.49844036 -0.4342377
腑巢二十三穴之四穴 0.45747334 -0.23752315 -0.050228223 -0.06700353 0.20570378 0.19498402 0.12731667 0.34784496 -0.0714951 -0.14698315 0.11903766 -0.024322739 -0.1496806 -0.0665046 0.21887992 0.1270938 0.038133476 -0.0034558754 -0.20986986 -0.6698528 0.13031533 -1.9858572 -0.13998981 -0.13000138 0.062262412 0.14161274 0.05079505 0.3274931 0.20772591 0.09887885 -0.0029688445 -0.50445926 -0.5888032 -0.11643757 0.31869158 0.10557527 -0.17249607 0.13697153 -0.41261277 -0.6354071 -0.082042895 -0.2067337 -0.17878304 -0.20900838 -0.16313413 0.07216848 -0.9881938 -0.012340781 -0.47113034 0.030547269 -0.12603012 -0.28015158 0.59822357 0.6306318 0.0052897288 -0.04941703 -0.5599714 -0.66985226 0.45069602 -0.053346775 0.098593816 0.015263239 0.05414232 0.24233744 0.1506753 -0.13666923 -0.046041142 -0.108868584 0.058324393 0.3045616 -0.11333133 -0.222621 0.13984795 -2.525935 0.44914123 -0.15094759 0.085669786 0.11027241 -0.17967512 0.8007985 -0.16789395 -0.0006500182 0.111330375 -0.29231715 -0.42719647 -0.20829335 0.23959775 0.13415635 -0.14539507 -0.55291593
腑巢二十三穴之五穴 0.18452682 -0.32401624 0.47430372 -0.09663267 0.33100033 0.30287555 0.27208284 0.5735007 0.02238034 0.020504378 0.025401184 -0.20547482 -0.060641058 -0.033012122 -0.058641944 0.27230567 0.14294067 0.2450367 0.33977845 -0.85841674 0.3390055 -1.6997985 0.096059896 -0.4467629 0.064640224 0.08812903 0.0489895 0.3921924 0.06500812 0.010830653 0.18791437 -0.46941876 -0.52134997 0.060928993 0.07610644 -0.0965876 -0.4878791 0.4458249 -0.3814333 -0.97495246 -0.34632275 -0.031389754 -0.41972092 -0.20029294 -0.007588795 -0.0927831 -0.9886549 -0.13662888 -0.20425689 0.43847448 -0.37353182 -0.3470234 0.62325644 0.19171324 0.12679957 -0.17454466 -0.8046138 -0.8584148 0.14563626 -0.44159383 0.21552975 -0.042384785 0.21033998 0.50291413 -0.38240162 -0.27217576 0.010458646 -0.011761761 -0.039247204 0.19299944 0.19599795 -0.17319784 0.42297423 -2.3200788 0.40975028 -0.43682617 0.20058185 0.4455594 -0.044100747 0.78679436 -0.03530349 -0.2591825 0.18383162 0.12698875 -0.6800162 0.25291964 0.503789 0.27580246 -0.42181072 -0.20662516
腑巢二十三穴之六穴 0.38452524 -0.35327464 0.009013013 0.09225188 0.37407982 -0.12988505 0.31430545 0.49106786 -0.12694559 -0.04816212 0.124065354 -0.24937236 -0.12447055 -0.1237498 0.26368356 0.3142417 0.029530926 0.09154946 -0.30233058 -0.6351057 0.15115112 -2.0832062 0.24613886 -0.45636776 0.066363394 -0.05585262 -0.29984388 0.25445735 0.107035786 -0.089634754 0.00708417 -0.46239197 -0.43425053 -0.102632195 0.517206 -0.036006927 -0.36567783 0.4537951 -0.3063709 -0.63014156 -0.35156494 0.099069744 -0.2337513 -0.13061444 -0.010240668 -0.27096018 -0.97431576 -0.080757596 -0.22688836 0.14902836 -0.25552696 -0.1495865 0.3970881 0.23648861 0.3337125 -0.011624221 -0.56517303 -0.6351047 0.27250108 0.15335183 0.25556076 0.040213827 0.08119588 0.7209017 -0.26442513 -0.3099892 -0.3268244 0.22403248 0.030858738 0.12643823 0.012046172 -0.057312213 0.41705415 -2.9344568 0.3271414 -0.42932665 0.11204353 0.44887903 0.1718135 0.6620638 -0.26503345 -0.2319662 -0.106257044 0.08643079 -0.18830267 -0.18417887 0.105994776 0.31019524 -0.40846974 -0.35437799
腑巢二十三穴之七穴 0.0063326787 -0.3103257 0.25011963 -0.15063761 0.34425008 0.16621894 0.23788723 0.63489753 -0.107847385 -0.08156229 0.40209153 -0.14320998 -0.18694748 0.012922229 -0.04496856 0.237731 0.095191665 0.06085676 -0.043060333 -0.36638466 0.36813602 -1.7672662 0.0069008735 0.0019650124 0.25427097 0.14804408 -0.18478644 0.4243105 -0.21954158 0.36535636 0.17502825 -0.4976303 -0.34197974 0.031197354 0.07263864 -0.107928626 -0.22817384 0.0005700624 -0.5908873 -0.8189461 0.09326903 -0.07813717 -0.35787252 -0.20495379 -0.26424006 -0.3561419 -0.6141427 0.19444525 -0.25835043 0.11323242 -0.34920523 0.13920659 0.40410614 0.08089723 0.23501457 -0.036624104 -0.7791286 -0.36638355 0.327834 -0.019295614 -0.022773927 -0.025336523 0.19053006 0.50154334 -0.044646442 -0.2476171 -0.083298124 -0.033385534 0.11286521 0.09628559 0.009342526 -0.19110434 -0.019682674 -2.533729 0.6193058 0.0057099736 -0.31800467 -0.01941619 0.16115741 0.6660592 0.040570498 -0.1697592 -0.12879802 -0.32903507 -0.39126846 -0.14709808 0.56386644 0.24549158 0.020510647 -0.33155292
腑巢二十三穴之八穴（左邊） 0.29575178 -0.12413741 0.22590186 -0.09374642 0.09499995 0.06773 0.1942058 0.71795344 -0.10897146 0.06842348 0.18513697 0.20924944 -0.07192092 -0.018998742 0.09466344 0.19396332 0.10178765 0.33064887 -0.01747471 -0.6965953 0.20506714 -1.8731928 -0.18084045 -0.47621197 0.24229407 0.16682546 0.014397245 0.38590282 0.025202576 0.09043279 -0.06254866 -0.51232374 -0.6346449 0.26670253 0.21616898 0.04534945 -0.12643039 0.4791389 -0.5023627 -0.6989383 -0.3835815 0.09865943 -0.40552452 -0.011791237 -0.11698598 -0.32990813 -0.8564835 0.013424669 -0.4700807 0.25130218 -0.331122 -0.10004892 0.38410267 -0.017975634 0.3811924 -0.057022702 -0.62285405 -0.69659305 0.43960553 -0.18327157 0.20787777 0.011393297 0.33211046 0.47982368 -0.035776045 -0.1989637 0.103115864 0.11167038 0.3051174 0.072748534 -0.07414628 -0.11805972 0.45599702 -2.5790608 0.5314112 -0.46986637 0.009042948 0.45816246 -0.21913017 0.7003237 -0.029541463 -0.08162667 -0.0372256 0.24412759 -0.46860108 0.0330755 0.14795707 0.1949097 -0.45131198 -0.4380271
腑巢二十三穴之九穴（左邊） 0.33160156 -0.54589444 0.34000713 0.07025772 0.3471877 0.044179477 0.23245661 0.67088735 -0.33534282 -0.14289925 0.1914397 -0.37614462 -0.3032494 0.14372325 0.20751813 0.23227322 0.1613235 0.19535604 -0.21085629 -0.74631184 0.33279142 -1.8416504 -0.06152689 -0.20981115 0.29646844 0.1690565 -0.21045728 0.32855287 0.04742172 0.17678285 -0.009961958 -0.67630804 -0.40152928 0.03276714 0.63717616 -0.071991734 -0.4504798 0.22620952 -0.2244686 -0.52128613 -0.20464171 0.14744279 -0.29788068 -0.008136024 -0.035592448 -0.11399384 -0.8022148 -0.056195654 -0.2556167 0.3949199 0.06892947 0.0076033934 0.57047874 0.4228891 0.51252145 -0.07341338 -0.6295197 -0.7463101 0.4528947 0.0025069765 0.3595286 -0.018850423 0.4497849 0.27294594 0.042354677 -0.2375542 0.043833192 -0.074142024 0.08153967 0.069334686 0.1141745 0.22192098 0.25577918 -2.6436899 0.47971866 -0.26486504 0.15407102 0.16461249 -0.106960244 0.8282074 -0.21253334 -0.31848794 0.027176723 0.05561663 -0.2515387 -0.1970954 0.6511903 0.23540364 -0.2661542 -0.5093993
腑巢二十三穴之十穴（左邊） 0.37424004 -0.088796616 0.14603819 -0.14130987 0.49944726 0.14281584 0.20884942 0.6446683 -0.18011914 -0.15515713 0.33936357 -0.09536276 -0.18988687 -0.06627725 0.19682792 0.20893057 0.16595912 0.045587476 -0.11505446 -0.6695634 0.102501675 -1.9314281 -0.1321431 -0.21109636 -0.048320107 -0.16772048 -0.48025414 0.43605047 -0.052356087 0.17782192 0.18308565 -0.6720853 -0.39720532 0.32147014 0.381658 -0.0519782 -0.4346076 0.20274918 -0.30836546 -0.5668419 -0.09061623 0.20094995 -0.33647564 -0.35081044 -0.106180385 -0.020784639 -0.76888496 0.09790629 -0.39746815 0.25230888 -0.40181577 -0.18093292 0.6134943 0.30130532 0.20211163 -0.17254353 -0.41768184 -0.6695608 0.34414038 -0.25006467 0.14311716 0.029732646 0.43478337 0.27046296 0.022687562 -0.20288405 0.008656876 -0.09292692 -0.27204284 0.16585116 0.103296034 0.2611571 0.15324189 -2.6030962 0.41571373 -0.1656569 -0.08834457 0.21290502 -0.21843144 0.44174325 0.006907428 -0.40257978 0.072666466 0.04447453 -0.41243523 -0.15926453 0.43996426 0.20465834 -0.144202 -0.3873349
腑巢二十三穴之十一穴（左邊） 0.36830133 -0.053303484 0.15426575 -0.02156534 0.06775276 -0.13004419 -0.0022343872 0.5648609 -0.2279393 -0.0968094 0.01769168 -0.028680794 0.028143289 -0.13025929 -0.088156946 -0.0024812676 0.17604887 0.1231362 0.08934344 -0.7224757 0.2780529 -1.9030623 -0.2264375 -0.5366258 0.13777825 0.11500059 0.07129183 0.37124747 0.24502854 -0.21037702 0.10317856 -0.55008036 -0.57851434 0.39505816 0.47822684 -0.39177477 -0.31927434 0.5418424 -0.2622613 -0.5103382 -0.47251096 0.10768611 -0.33902034 -0.16015238 0.12685621 -0.42079377 -0.8469133 0.009513516 -0.5681108 0.23948419 -0.15276487 -0.043999042 0.45354104 0.40871224 0.18927431 -0.13277891 -0.57798517 -0.72247374 0.4552118 0.10800192 0.07871243 0.19715628 0.37879863 0.3459934 0.04432278 -0.00982675 -0.12444573 0.0735467 -0.019896677 -0.010367305 -0.09649432 0.02463348 0.5347568 -2.8112445 0.31513837 -0.5458781 -0.19918953 0.5152087 -0.18595897 0.62080234 -0.029927976 -0.32725736 0.11829007 -0.064486325 -0.15269373 -0.0678673 0.15785922 0.0059118457 -0.5372372 -0.3397014
腑巢二十三穴之十二穴（右邊） -0.09901327 -0.34242868 0.021136165 -0.32991228 0.47749156 0.23725705 0.20474946 0.3799733 -0.30784822 -0.20473087 0.2541572 0.010833651 -0.056021396 -0.14649934 0.23865794 0.20499468 0.15643197 0.094311275 -0.22887485 -0.5040056 0.14905733 -1.8231007 -0.13261361 -0.083499365 0.017437994 -0.049724486 -0.27696043 0.4369422 -0.14099911 0.35614145 0.03786083 -0.61641324 -0.43330446 0.042647228 0.06261256 -0.06723689 -0.5150453 0.081174225 -0.29831186 -0.41490734 0.015388075 -0.0419751 -0.4713042 -0.07033107 0.12547576 -0.39483207 -0.8057498 0.08654474 -0.1760316 0.40003023 -0.29468414 -0.08404597 0.28126478 0.081844136 0.41128343 -0.18806525 -0.79983926 -0.5040035 0.039763954 -0.112683915 0.20450497 0.2310189 -0.055036224 0.6596395 0.11664916 -0.20342368 -0.37592682 -0.035999615 0.123503804 0.21520339 0.1505361 0.18180922 0.049604833 -2.4773116 0.39827946 -0.06227253 -0.27770486 0.074241936 -0.0075938 0.7085581 -0.20853142 -0.5942699 0.14479913 -0.007985147 -0.3839413 0.046348974 0.2420467 0.20814826 -0.046000034 -0.5289216
腑巢二十三穴之十三穴（右邊） 0.4031547 -0.08046733 0.05671008 -0.19478306 0.3211844 0.12021588 0.2401324 0.38218784 -0.47749174 -0.0875822 0.3486236 0.15056534 -0.21372819 -0.08767617 0.037148975 0.24009886 0.124156155 0.3216364 -0.2964765 -0.7298293 0.3798858 -2.0225682 -0.28834262 -0.35676783 0.054412674 -0.21243757 -0.18431164 0.20335464 0.08549306 0.3665309 0.12223104 -0.34777558 -0.50199735 0.062423307 0.11136178 -0.12427926 -0.2820294 0.35314098 -0.5427569 -0.9040419 -0.22868666 0.13053918 -0.16282481 -0.18635051 0.17837554 -0.52697253 -0.80491585 0.042772576 -0.11142967 0.330223 -0.25557622 -0.082116805 0.4733295 0.2211944 0.23170651 -0.22254057 -0.9397599 -0.72982836 0.3750293 0.29157314 -0.1924602 0.17710347 0.18832366 0.61438644 0.14414491 -0.25158393 -0.05672297 -0.021331066 0.13091938 0.40354764 0.21044363 0.1215682 0.30384588 -2.9016597 0.47924563 -0.31787807 -0.5309259 0.34637052 -0.38382128 0.67549306 0.117317006 -0.3587858 -0.012616735 -0.21501206 -0.3147125 -0.27151182 0.41830775 0.24981488 -0.29308593 -0.11019881
腑巢二十三穴之十四穴（右邊） 0.39525318 -0.4032951 0.33532038 -0.19353455 0.3247432 -0.043851517 0.2650159 0.8364416 -0.399149 0.07253914 0.2399293 -0.04437808 -0.10855442 0.053790085 0.3177538 0.2648587 0.19561428 0.036721773 -0.053289995 -0.58897096 0.3307219 -1.905812 0.03868029 -0.37661123 0.08983563 0.082172215 -0.17031199 0.0781294 0.027992144 0.00597078 0.00043878463 -0.4441837 -0.29316038 0.10556587 0.37644148 0.050026365 -0.42665285 0.37559095 -0.43347302 -0.7990921 -0.2569474 -0.15275507 -0.15296644 -0.030810846 0.026328875 0.11212105 -0.99978536 0.06958507 -0.4278277 0.09477764 -0.2992651 -0.3137065 0.7655056 0.15427387 0.35003808 -0.100823544 -0.5236961 -0.58896804 0.43439662 0.120526664 0.15698695 0.012136268 0.044955913 0.36117953 0.2708086 -0.27744862 0.12691993 0.0021408626 -0.35112685 0.037312035 0.16062453 -0.02924737 0.33723316 -2.7488513 0.58645296 -0.35329497 -0.05023895 0.36232418 0.042979 0.966503 -0.18573993 -0.46594578 -0.14018598 0.24319391 -0.17399743 -0.1494254 0.27391696 0.2749166 -0.33003172 -0.2550911
